customer_key,geography_key,customer_alternate_key,title,name,birth_date,marital_status,gender,email_address,total_children,education,occupation,house_owner_flag,number_cars_owned,address_line1,address_line2,phone
150,25,AW00011149,NULL,Theodore  Gill,1946-10-18,M,"M         ",theodore14@adventure-works.com,2,Bachelors,Management,1,2,9120 Pinewood Court,NULL,1 (11) 500 555-0194
151,39,AW00011150,NULL,RussellM Shen,1946-09-12,S,"M         ",russell6@adventure-works.com,2,Bachelors,Management,1,2,4755 Easley Drive,NULL,1 (11) 500 555-0191
152,18,AW00011151,NULL,MelindaG Gill,1947-08-25,S,"F         ",melinda9@adventure-works.com,2,Graduate Degree,Management,0,1,805 Rainier Dr.,NULL,1 (11) 500 555-0117
153,633,AW00011152,NULL,JamesJ Williams,1981-07-09,S,"M         ",james77@adventure-works.com,0,High School,Skilled Manual,1,2,6827 Seagull Court,NULL,355-555-0153
154,635,AW00011153,NULL,AngelaR James,1981-12-21,M,"F         ",angela34@adventure-works.com,0,High School,Skilled Manual,1,2,8877 Weatherly Drive,NULL,847-555-0111
155,553,AW00011154,NULL,MeganG Walker,1982-02-18,S,"F         ",megan25@adventure-works.com,0,Partial College,Skilled Manual,1,1,6898 Holiday Hills,NULL,918-555-0186
156,301,AW00011155,NULL,HunterJ Robinson,1981-07-25,S,"M         ",hunter50@adventure-works.com,0,Partial College,Skilled Manual,0,1,8356 Mori Court,NULL,891-555-0125
157,334,AW00011156,NULL,Maria  Roberts,1981-08-06,S,"F         ",maria47@adventure-works.com,0,Partial College,Skilled Manual,0,1,9452 Mariposa Ct.,NULL,158-555-0199
158,642,AW00011157,NULL,HannahE Long,1980-12-08,M,"F         ",hannah32@adventure-works.com,0,High School,Skilled Manual,1,2,1832 Preston Ct.,NULL,974-555-0177
159,361,AW00011158,NULL,JasonK Wright,1981-04-06,S,"M         ",jason46@adventure-works.com,0,High School,Skilled Manual,1,2,6771 Bundros Court,NULL,694-555-0176
160,385,AW00011159,NULL,BriannaA Hughes,1981-03-16,S,"F         ",brianna57@adventure-works.com,0,High School,Skilled Manual,0,2,6793 Bonifacio St.,NULL,319-555-0183
161,311,AW00011160,NULL,MauriceM Tang,1979-07-08,S,"M         ",maurice4@adventure-works.com,0,Partial College,Skilled Manual,0,1,2886 Chaparral Court,Space # 45,947-555-0172
162,311,AW00011161,NULL,Emily  Wood,1979-10-20,S,"F         ",emily27@adventure-works.com,0,Partial College,Skilled Manual,0,1,1562 Black Walnut,NULL,184-555-0114
163,331,AW00011162,NULL,Chase  Cox,1979-09-02,S,"M         ",chase10@adventure-works.com,0,Partial College,Skilled Manual,1,1,P.O. Box 8070,NULL,764-555-0116
164,372,AW00011163,NULL,Gabriel  Wang,1980-06-18,M,"M         ",gabriel21@adventure-works.com,0,Partial College,Skilled Manual,1,1,8002 Crane Court,NULL,617-555-0150
165,374,AW00011164,NULL,Devin  Brooks,1979-11-02,S,"M         ",devin63@adventure-works.com,0,Partial College,Skilled Manual,0,1,4231 Highland Dr.,NULL,502-555-0138
166,348,AW00011165,NULL,Jocelyn  Alexander,1979-01-15,M,"F         ",jocelyn18@adventure-works.com,0,Partial College,Skilled Manual,0,1,3376 Bank Way,NULL,354-555-0134
167,631,AW00011166,NULL,Ashley  Martinez,1977-10-22,S,"F         ",ashley18@adventure-works.com,0,Partial College,Skilled Manual,0,2,6993 Whyte Park Ave.,NULL,131-555-0194
168,618,AW00011167,NULL,JasmineJ Barnes,1978-01-29,S,"F         ",jasmine43@adventure-works.com,0,Bachelors,Management,0,1,9183 Via Del Sol,NULL,178-555-0156
169,348,AW00011168,NULL,David  Rodriguez,1973-11-12,S,"M         ",david83@adventure-works.com,0,Bachelors,Management,0,1,38 Shangri-la Rd.,NULL,730-555-0128
170,312,AW00011169,NULL,Bryce  Richardson,1973-12-20,M,"M         ",bryce8@adventure-works.com,4,Bachelors,Management,1,1,1841 Blackwood Drive,NULL,178-555-0176
171,612,AW00011170,NULL,CarolT Howard,1973-08-04,M,"F         ",carol5@adventure-works.com,4,Bachelors,Management,1,1,6281 Edward Ave,NULL,845-555-0127
172,385,AW00011171,NULL,JonathanE Hill,1978-10-05,S,"M         ",jonathan43@adventure-works.com,1,Bachelors,Management,1,2,3731 Chinquapin Ct,NULL,134-555-0196
173,626,AW00011172,NULL,GabrielleJ Adams,1973-05-20,M,"F         ",gabrielle58@adventure-works.com,1,Bachelors,Management,1,2,5621 Arcadia Pl.,NULL,403-555-0152
174,552,AW00011173,NULL,SarahF Thomas,1973-02-28,S,"F         ",sarah13@adventure-works.com,0,Graduate Degree,Management,0,4,5636 Mt. Whitney Dr.,NULL,868-555-0188
175,338,AW00011174,NULL,Nicholas  Robinson,1973-01-09,M,"M         ",nicholas19@adventure-works.com,0,Graduate Degree,Management,1,0,1318 Lasalle Street,NULL,949-555-0138
176,300,AW00011175,NULL,Luis  Wang,1968-09-01,S,"M         ",luis24@adventure-works.com,0,Partial College,Skilled Manual,1,2,6943 Patterson Blvd.,NULL,418-555-0127
177,50,AW00011176,NULL,MasonD Roberts,1979-01-21,M,"M         ",mason25@adventure-works.com,4,Bachelors,Management,1,1,5753 Megan Dr.,NULL,539-555-0162
178,359,AW00011177,NULL,JoseM Flores,1948-01-01,M,"M         ",jose6@adventure-works.com,2,Graduate Degree,Management,1,2,3991 Rambling Rose Drive,NULL,157-555-0182
179,334,AW00011178,NULL,NathanJ Johnson,1954-08-20,M,"M         ",nathan55@adventure-works.com,2,Graduate Degree,Management,1,3,8927 Daylight Place,NULL,117-555-0182
180,300,AW00011179,NULL,MollyE Rodriguez,1959-12-08,M,"F         ",molly18@adventure-works.com,2,Graduate Degree,Management,1,3,5556 Riverland Dr.,NULL,135-555-0185
181,307,AW00011180,NULL,April  Anand,1948-07-01,M,"F         ",april18@adventure-works.com,1,Bachelors,Management,1,4,3531 Brookview Drive,NULL,702-555-0144
182,338,AW00011181,NULL,DevinP Martin,1960-02-01,M,"M         ",devin13@adventure-works.com,2,Graduate Degree,Management,1,2,1085 Greenbelt Way,Unit B-105,735-555-0197
183,638,AW00011182,NULL,Stephanie  Torres,1950-02-22,S,"F         ",stephanie19@adventure-works.com,4,Bachelors,Management,1,2,6968 Mildred Ln.,NULL,567-555-0176
184,368,AW00011183,NULL,JasmineW Lee,1950-01-12,S,"F         ",jasmine19@adventure-works.com,4,Bachelors,Management,1,2,7502 Contuti Avenue,NULL,147-555-0199
185,311,AW00011184,NULL,Meghan  Hernandez,1955-11-13,S,"F         ",meghan3@adventure-works.com,4,Bachelors,Management,1,2,5872 L St.,NULL,967-555-0188
186,53,AW00011185,NULL,Ashley  Henderson,1950-04-07,S,"F         ",ashley31@adventure-works.com,4,Bachelors,Management,1,2,8834 San Jose Ave.,NULL,173-555-0121
187,352,AW00011186,NULL,SarahC Price,1949-11-18,S,"F         ",sarah25@adventure-works.com,4,Bachelors,Management,1,2,4815 Paraiso Ct.,NULL,180-555-0133
188,612,AW00011187,NULL,JenniferS Cooper,1949-08-21,M,"F         ",jennifer63@adventure-works.com,4,Graduate Degree,Management,1,2,2429 Longview Road,NULL,857-555-0111
189,361,AW00011188,NULL,Catherine  Morris,1950-03-06,M,"F         ",catherine16@adventure-works.com,4,Graduate Degree,Management,0,2,6542 Stonewood Drive,NULL,795-555-0117
190,609,AW00011189,NULL,LawrenceW Blanco,1950-01-12,S,"M         ",lawrence14@adventure-works.com,4,Graduate Degree,Management,1,2,7502 Contuti Avenue,NULL,656-555-0171
191,300,AW00011190,NULL,Carson  Bryant,1949-12-20,M,"M         ",carson17@adventure-works.com,5,Bachelors,Management,1,2,2995 Youngsdale Dr.,NULL,240-555-0142
192,310,AW00011191,NULL,KristiE Perez,1951-06-17,S,"F         ",kristi39@adventure-works.com,5,Bachelors,Management,1,3,1769 Lislin Ct,NULL,123-555-0181
193,637,AW00011192,NULL,JamesC Brown,1951-03-13,M,"M         ",james79@adventure-works.com,4,Bachelors,Management,1,2,673 Old Mountain View Dr.,NULL,725-555-0117
194,553,AW00011193,NULL,IanA Gray,1950-08-13,M,"M         ",ian72@adventure-works.com,4,Bachelors,Management,1,2,5941 Gill Dr.,NULL,596-555-0190
195,352,AW00011194,NULL,JacquelineR Price,1950-12-08,M,"F         ",jacqueline0@adventure-works.com,4,Bachelors,Management,1,2,872 Mark Twain Dr,NULL,266-555-0112
196,635,AW00011195,NULL,Megan  Henderson,1951-08-10,M,"F         ",megan55@adventure-works.com,5,Bachelors,Management,1,3,8411 Mt. Olivet Place,NULL,560-555-0150
197,536,AW00011196,NULL,Alfredo  Romero,1951-12-05,M,"M         ",alfredo10@adventure-works.com,5,Bachelors,Management,1,3,2499 Greendell Pl,NULL,342-555-0110
198,637,AW00011197,NULL,Andrea  Morris,1951-12-16,M,"F         ",andrea18@adventure-works.com,3,Bachelors,Management,0,1,1883 Green View Court,NULL,715-555-0178
199,368,AW00011198,NULL,Brooke  Sanders,1952-05-25,S,"F         ",brooke3@adventure-works.com,4,Bachelors,Management,1,1,5192 Dumbarton Drive,NULL,215-555-0156
200,302,AW00011199,NULL,Jacqueline  Bennett,1957-11-02,M,"F         ",jacqueline1@adventure-works.com,4,Bachelors,Management,1,1,8948 Chinquapin Court,NULL,413-555-0174
201,69,AW00011200,NULL,JasonL Griffin,1953-05-21,M,"M         ",jason18@adventure-works.com,4,Bachelors,Management,1,1,7239 Nicholas Drive,NULL,232-555-0160
202,369,AW00011201,NULL,Amanda  Foster,1953-02-14,M,"F         ",amanda37@adventure-works.com,4,Bachelors,Management,1,1,3984 San Francisco,NULL,505-555-0159
203,334,AW00011202,NULL,AlexiaL Price,1958-08-22,M,"F         ",alexia0@adventure-works.com,5,Bachelors,Management,0,2,2079 Wellington Ct,NULL,552-555-0118
204,60,AW00011203,NULL,LuisD Diaz,1959-08-18,M,"M         ",luis21@adventure-works.com,2,High School,Professional,1,2,3682 Diablo View Road,NULL,171-555-0126
205,536,AW00011204,NULL,DestinyC Rivera,1953-11-29,M,"F         ",destiny33@adventure-works.com,2,High School,Professional,1,2,6965 Appalachian Drive,NULL,743-555-0111
206,612,AW00011205,NULL,Abby  Fernandez,1954-01-21,M,"F         ",abby13@adventure-works.com,2,High School,Professional,1,2,8330 Glenside Court,NULL,134-555-0119
207,626,AW00011206,NULL,Blake  Flores,1954-03-24,M,"M         ",blake60@adventure-works.com,2,Partial College,Professional,1,1,9410 Ferry St.,NULL,975-555-0163
208,635,AW00011207,NULL,Danielle  Cox,1954-01-16,S,"F         ",danielle12@adventure-works.com,2,Partial College,Professional,1,1,2346 Wren Ave,NULL,396-555-0158
209,325,AW00011208,NULL,Maria  Reed,1953-08-03,M,"F         ",maria4@adventure-works.com,2,Bachelors,Management,1,0,1413 Bridgeview St,NULL,156-555-0163
210,336,AW00011209,NULL,Allison  Evans,1953-07-12,M,"F         ",allison21@adventure-works.com,2,Bachelors,Management,1,0,3515 Sutton Circle,NULL,988-555-0151
211,383,AW00011210,NULL,EdwardJ Wood,1953-12-06,M,"M         ",edward50@adventure-works.com,4,Partial College,Professional,1,2,1039 Adelaide St.,NULL,229-555-0114
212,50,AW00011211,NULL,Samantha  Russell,1960-10-08,M,"F         ",samantha42@adventure-works.com,2,High School,Professional,1,2,9256 Village Oaks Dr.,NULL,547-555-0121
213,53,AW00011212,NULL,Chloe  Campbell,1955-05-05,M,"F         ",chloe4@adventure-works.com,2,High School,Professional,1,2,3562 East Ave.,# 4,205-555-0169
214,614,AW00011213,NULL,StephanieB Murphy,1954-11-11,S,"F         ",stephanie11@adventure-works.com,2,Partial College,Professional,1,2,5514 Grant Street,NULL,293-555-0151
215,545,AW00011214,NULL,CharlesO Miller,1955-05-07,S,"M         ",charles9@adventure-works.com,2,Partial College,Professional,1,2,2719 Little Dr,NULL,389-555-0115
216,62,AW00011215,NULL,Ana  Perry,1961-06-17,M,"F         ",ana7@adventure-works.com,2,Partial High School,Skilled Manual,1,2,3114 Arlington Way,NULL,446-555-0134
217,547,AW00011216,NULL,JasmineA Torres,1955-11-17,S,"F         ",jasmine32@adventure-works.com,2,Partial College,Professional,1,2,8328 San Francisco,NULL,939-555-0130
218,547,AW00011217,NULL,NatalieP Adams,1955-08-11,S,"F         ",natalie58@adventure-works.com,2,Partial College,Professional,1,2,6592 Bent Tree Lane,NULL,300-555-0150
219,642,AW00011218,NULL,Olivia  Brown,1961-09-07,S,"F         ",olivia4@adventure-works.com,2,Partial College,Professional,0,2,3964 Stony Hill Circle,NULL,414-555-0147
220,553,AW00011219,NULL,Charles  Cook,1956-05-31,M,"M         ",charles69@adventure-works.com,2,High School,Professional,1,2,6871 Bel Air Dr.,NULL,755-555-0111
221,310,AW00011220,NULL,EricaC Huang,1961-02-19,M,"F         ",erica5@adventure-works.com,2,Partial College,Professional,1,1,9142 All Ways Drive,NULL,618-555-0157
222,334,AW00011221,NULL,Nathan  Perry,1955-12-08,M,"M         ",nathan3@adventure-works.com,4,Partial College,Professional,1,1,9714 Nicholas Drive,NULL,271-555-0191
223,369,AW00011222,NULL,Alexandra  Rivera,1956-02-14,M,"F         ",alexandra11@adventure-works.com,3,Bachelors,Management,1,1,4999 Corte Segunda,NULL,488-555-0143
224,52,AW00011223,NULL,HaileyI Patterson,1957-03-15,S,"F         ",hailey30@adventure-works.com,2,High School,Professional,1,2,5045 Vancouver Way,# 133,480-555-0126
225,612,AW00011224,NULL,TiffanyJ Li,1957-03-05,S,"F         ",tiffany3@adventure-works.com,2,High School,Professional,1,2,6404 Del Mar Ave,NULL,197-555-0118
226,635,AW00011225,NULL,MadisonD Lee,1962-02-12,M,"F         ",madison22@adventure-works.com,2,Partial College,Professional,1,1,5927 Seaview Avenue,NULL,471-555-0142
227,552,AW00011226,NULL,SydneyT Ross,1962-09-23,M,"F         ",sydney26@adventure-works.com,2,Partial College,Professional,1,1,5252 Santa Fe,NULL,219-555-0146
228,310,AW00011227,NULL,MarshallD Chavez,1962-08-08,S,"M         ",marshall35@adventure-works.com,2,Partial College,Professional,1,2,9022 Estudillo Street,NULL,712-555-0116
229,316,AW00011228,NULL,AshleyR Jones,1956-10-16,M,"F         ",ashley3@adventure-works.com,2,Partial College,Professional,1,2,7681 Willow Pass Road,NULL,996-555-0169
230,355,AW00011229,NULL,AdrianC Stewart,1957-06-01,S,"M         ",adrian21@adventure-works.com,4,Partial College,Professional,1,1,6898 Shaw Rd.,NULL,812-555-0122
231,369,AW00011230,NULL,Amber  Turner,1956-09-30,M,"F         ",amber4@adventure-works.com,4,Partial College,Professional,0,2,6345 Ridge Circle,NULL,155-555-0131
232,611,AW00011231,NULL,Dennis  Zhang,1963-11-11,M,"M         ",dennis1@adventure-works.com,2,High School,Professional,1,2,3951 Calle Verde Drive,NULL,710-555-0134
233,616,AW00011232,NULL,HaileyR Bryant,1958-03-27,M,"F         ",hailey38@adventure-works.com,3,High School,Professional,0,2,2828 Rogers Ave.,NULL,156-555-0195
234,299,AW00011233,NULL,Todd  Li,1963-09-06,M,"M         ",todd5@adventure-works.com,4,Partial College,Professional,1,2,5897 Scottsdale Rd.,NULL,680-555-0147
235,337,AW00011234,NULL,Anna  Griffin,1958-05-19,S,"F         ",anna46@adventure-works.com,4,Partial College,Professional,1,2,7221 Peachwillow Street,NULL,965-555-0146
236,607,AW00011235,NULL,AngelJ Stewart,1957-08-07,M,"M         ",angel24@adventure-works.com,4,Partial College,Professional,1,2,2585 La Salle Ct.,NULL,540-555-0122
237,609,AW00011236,NULL,Jeremy  Butler,1957-09-02,S,"M         ",jeremy29@adventure-works.com,5,Partial College,Professional,1,2,8811 The Trees Dr.,NULL,980-555-0117
238,161,AW00011237,NULL,ClarenceM Anand,1964-03-22,S,"M         ",clarence36@adventure-works.com,2,Bachelors,Management,0,4,Welt Platz 6,NULL,1 (11) 500 555-0191
239,232,AW00011238,NULL,Mayra  Prasad,1964-02-07,S,"F         ",mayra9@adventure-works.com,2,Bachelors,Management,0,4,1119 Elderwood Dr.,#3,1 (11) 500 555-0116
240,249,AW00011239,NULL,LatoyaC Goel,1969-10-02,M,"F         ",latoya18@adventure-works.com,2,Partial College,Professional,0,2,8154 Pheasant Circle,NULL,1 (11) 500 555-0149
241,273,AW00011240,NULL,AnneB Hernandez,1964-06-09,M,"F         ",anne4@adventure-works.com,2,Partial College,Professional,1,4,76 Woodcrest Dr.,NULL,1 (11) 500 555-0119
242,211,AW00011241,NULL,Lisa  Cai,1974-04-06,S,"F         ",lisa24@adventure-works.com,2,Partial College,Professional,1,4,"102, rue de Berri",NULL,1 (11) 500 555-0125
243,209,AW00011242,NULL,Larry  Munoz,1963-05-11,M,"M         ",larry9@adventure-works.com,2,Partial College,Professional,1,3,Midi-Couleurs,NULL,1 (11) 500 555-0193
244,237,AW00011243,NULL,RobinV Alvarez,1963-04-08,M,"F         ",robin2@adventure-works.com,2,Partial College,Professional,1,3,4086 Emmons Canyon Lane,NULL,1 (11) 500 555-0198
245,267,AW00011244,NULL,AlexisM Coleman,1968-11-22,S,"F         ",alexis28@adventure-works.com,2,Bachelors,Management,0,3,7140 Camelback Road,NULL,1 (11) 500 555-0115
246,132,AW00011245,NULL,RickyD Vazquez,1962-04-26,M,"M         ",ricky15@adventure-works.com,3,High School,Professional,0,4,Roßstr 9928,NULL,1 (11) 500 555-0147
247,147,AW00011246,NULL,Latasha  Rubio,1962-04-08,M,"F         ",latasha21@adventure-works.com,3,High School,Professional,0,4,Alderstr 7690,NULL,1 (11) 500 555-0178
248,242,AW00011247,NULL,ClaudiaM Zhou,1961-12-04,S,"F         ",claudia7@adventure-works.com,3,Partial College,Professional,0,3,6516 Beauer Lane,NULL,1 (11) 500 555-0116
249,223,AW00011248,NULL,TristanP Alexander,1966-03-22,M,"M         ",tristan19@adventure-works.com,3,Partial College,Professional,1,4,"88, avenue des Champs-Elysées",NULL,1 (11) 500 555-0124
250,178,AW00011249,NULL,CindyA Patel,1966-07-09,M,"F         ",cindy3@adventure-works.com,3,Partial College,Professional,1,3,Essener Straße 123,NULL,1 (11) 500 555-0149
251,276,AW00011250,NULL,ShannonD Liu,1966-03-08,M,"F         ",shannon4@adventure-works.com,3,High School,Professional,1,2,4185 Keywood Ct.,NULL,1 (11) 500 555-0119
252,50,AW00011251,NULL,Xavier  Long,1938-01-01,S,"M         ",xavier51@adventure-works.com,4,High School,Professional,0,2,9245 Dantley Way,NULL,243-555-0114
253,335,AW00011252,NULL,NicholasD Thompson,1937-12-05,S,"M         ",nicholas16@adventure-works.com,3,Graduate Degree,Management,1,1,504 O St.,NULL,377-555-0147
254,69,AW00011253,NULL,JoséM Hernandez,1949-08-24,M,"M         ",josé54@adventure-works.com,2,Graduate Degree,Management,1,2,5703 Donald Dr.,NULL,712-555-0130
255,612,AW00011254,NULL,JohnathanW Vance,1938-08-31,M,"M         ",johnathan5@adventure-works.com,4,Graduate Degree,Management,1,2,9430 Versailles Pl,NULL,494-555-0166
256,612,AW00011255,NULL,Colin  Lin,1938-10-02,M,"M         ",colin8@adventure-works.com,4,Graduate Degree,Management,1,2,6083 San Jose,NULL,599-555-0132
257,626,AW00011256,NULL,KatelynL Hernandez,1939-03-20,M,"F         ",katelyn42@adventure-works.com,4,Graduate Degree,Management,1,2,7496 Deerfield Dr.,NULL,249-555-0116
258,345,AW00011257,NULL,Jacqueline  Powell,1938-07-06,S,"F         ",jacqueline9@adventure-works.com,1,Graduate Degree,Management,1,4,4076 Northwood Dr,NULL,796-555-0111
259,352,AW00011258,NULL,Xavier  Hill,1938-12-26,M,"M         ",xavier26@adventure-works.com,1,Graduate Degree,Management,1,4,2707 Virgil Street,NULL,559-555-0149
260,548,AW00011259,NULL,VictoriaC Stewart,1970-09-24,M,"F         ",victoria24@adventure-works.com,4,Partial College,Professional,1,4,3623 Barquentine Court,NULL,230-555-0139
261,302,AW00011260,NULL,KatelynL Kelly,1976-04-08,M,"F         ",katelyn1@adventure-works.com,2,Bachelors,Management,1,3,7085 Solano Drive,NULL,507-555-0132
262,359,AW00011261,NULL,Stephanie  Collins,1970-10-22,M,"F         ",stephanie52@adventure-works.com,1,Graduate Degree,Management,1,1,2868 Central Avenue,NULL,209-555-0173
263,60,AW00011262,NULL,Jennifer  Simmons,1975-05-01,M,"F         ",jennifer88@adventure-works.com,4,Bachelors,Management,1,0,7959 Mt. Wilson Way,NULL,148-555-0115
264,612,AW00011263,NULL,Trinity  Richardson,1970-03-11,M,"F         ",trinity9@adventure-works.com,5,Partial College,Professional,1,3,3063 Blue Jay Drive,NULL,111-555-0116
265,618,AW00011264,NULL,Eduardo  Martin,1969-12-15,S,"M         ",eduardo13@adventure-works.com,5,Partial College,Professional,0,3,5137 Pheasant Court,NULL,342-555-0195
266,623,AW00011265,NULL,ElizabethP Jones,1970-01-10,M,"F         ",elizabeth7@adventure-works.com,5,Partial College,Professional,1,3,2253 Firestone Dr.,NULL,941-555-0110
267,632,AW00011266,NULL,Taylor  Howard,1969-11-02,S,"F         ",taylor14@adventure-works.com,0,Partial College,Professional,0,1,7396 Stratton Circle,NULL,162-555-0131
268,302,AW00011267,NULL,David  Diaz,1975-09-29,S,"M         ",david55@adventure-works.com,4,Partial College,Professional,1,4,2075 Browse Ct,NULL,613-555-0119
269,312,AW00011268,NULL,KatelynA Carter,1969-10-31,M,"F         ",katelyn33@adventure-works.com,2,Graduate Degree,Management,1,2,3050 Monte Cresta Avenue,NULL,103-555-0195
270,314,AW00011269,NULL,RyanW Foster,1975-10-10,M,"M         ",ryan19@adventure-works.com,2,Graduate Degree,Management,1,2,5376 Sahara Drive,NULL,961-555-0133
271,334,AW00011270,NULL,RobertL Lee,1975-05-01,M,"M         ",robert82@adventure-works.com,2,Graduate Degree,Management,1,3,5461 Camino Verde Ct.,NULL,447-555-0174
272,360,AW00011271,NULL,DanielleC Reed,1969-12-03,S,"F         ",danielle23@adventure-works.com,2,Bachelors,Management,0,4,6683 Carrick Ct,NULL,136-555-0114
273,300,AW00011272,NULL,LaurenL Martinez,1962-05-10,S,"F         ",lauren35@adventure-works.com,4,Partial College,Professional,1,0,4357 Tosca Way,NULL,977-555-0117
